"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"3027","409","1400000US06037208801","Census Tract 2088.01, Los Angeles County, California"
"3069","388","1400000US06037208802","Census Tract 2088.02, Los Angeles County, California"
"2692","240","1400000US06037208902","Census Tract 2089.02, Los Angeles County, California"
"4345","412","1400000US06037208903","Census Tract 2089.03, Los Angeles County, California"
"3978","504","1400000US06037208904","Census Tract 2089.04, Los Angeles County, California"
"5950","535","1400000US06037209102","Census Tract 2091.02, Los Angeles County, California"
"3679","331","1400000US06037209103","Census Tract 2091.03, Los Angeles County, California"
"2560","239","1400000US06037209104","Census Tract 2091.04, Los Angeles County, California"
"4545","427","1400000US06037209200","Census Tract 2092, Los Angeles County, California"
"4885","483","1400000US06037209300","Census Tract 2093, Los Angeles County, California"
"4472","542","1400000US06037209401","Census Tract 2094.01, Los Angeles County, California"
"3963","459","1400000US06037209402","Census Tract 2094.02, Los Angeles County, California"
"4148","533","1400000US06037209403","Census Tract 2094.03, Los Angeles County, California"
"3076","262","1400000US06037209510","Census Tract 2095.10, Los Angeles County, California"
"2797","303","1400000US06037209520","Census Tract 2095.20, Los Angeles County, California"
"2594","247","1400000US06037209810","Census Tract 2098.10, Los Angeles County, California"
"3073","312","1400000US06037209820","Census Tract 2098.20, Los Angeles County, California"
"3561","494","1400000US06037210010","Census Tract 2100.10, Los Angeles County, California"
"5124","558","1400000US06037211000","Census Tract 2110, Los Angeles County, California"
"5635","620","1400000US06037211120","Census Tract 2111.20, Los Angeles County, California"
"2253","293","1400000US06037211121","Census Tract 2111.21, Los Angeles County, California"
"3163","365","1400000US06037211122","Census Tract 2111.22, Los Angeles County, California"
"2562","269","1400000US06037211201","Census Tract 2112.01, Los Angeles County, California"
"2239","212","1400000US06037211202","Census Tract 2112.02, Los Angeles County, California"
"3873","431","1400000US06037211310","Census Tract 2113.10, Los Angeles County, California"
"3337","383","1400000US06037211320","Census Tract 2113.20, Los Angeles County, California"
"2736","318","1400000US06037211410","Census Tract 2114.10, Los Angeles County, California"
"3573","303","1400000US06037211420","Census Tract 2114.20, Los Angeles County, California"
"4175","373","1400000US06037211500","Census Tract 2115, Los Angeles County, California"
"2596","380","1400000US06037211701","Census Tract 2117.01, Los Angeles County, California"
"4841","410","1400000US06037211703","Census Tract 2117.03, Los Angeles County, California"
"2796","204","1400000US06037211704","Census Tract 2117.04, Los Angeles County, California"
"4682","453","1400000US06037211802","Census Tract 2118.02, Los Angeles County, California"
"3701","464","1400000US06037211803","Census Tract 2118.03, Los Angeles County, California"
"3221","336","1400000US06037211804","Census Tract 2118.04, Los Angeles County, California"
"4371","536","1400000US06037211910","Census Tract 2119.10, Los Angeles County, California"
"2521","300","1400000US06037211921","Census Tract 2119.21, Los Angeles County, California"
"3269","347","1400000US06037211922","Census Tract 2119.22, Los Angeles County, California"
"3187","334","1400000US06037212101","Census Tract 2121.01, Los Angeles County, California"
"2291","324","1400000US06037212102","Census Tract 2121.02, Los Angeles County, California"
"3424","358","1400000US06037212202","Census Tract 2122.02, Los Angeles County, California"
"2914","343","1400000US06037212203","Census Tract 2122.03, Los Angeles County, California"
"3584","311","1400000US06037212204","Census Tract 2122.04, Los Angeles County, California"
"3837","441","1400000US06037212303","Census Tract 2123.03, Los Angeles County, California"
"1832","195","1400000US06037212304","Census Tract 2123.04, Los Angeles County, California"
"3025","202","1400000US06037212305","Census Tract 2123.05, Los Angeles County, California"
"3413","406","1400000US06037212306","Census Tract 2123.06, Los Angeles County, California"
"4318","444","1400000US06037212410","Census Tract 2124.10, Los Angeles County, California"
"3517","345","1400000US06037212420","Census Tract 2124.20, Los Angeles County, California"
"1940","192","1400000US06037212501","Census Tract 2125.01, Los Angeles County, California"
"2810","301","1400000US06037212502","Census Tract 2125.02, Los Angeles County, California"
"4447","466","1400000US06037212610","Census Tract 2126.10, Los Angeles County, California"
"4087","384","1400000US06037212620","Census Tract 2126.20, Los Angeles County, California"
"2276","229","1400000US06037212701","Census Tract 2127.01, Los Angeles County, California"
"3632","335","1400000US06037212702","Census Tract 2127.02, Los Angeles County, California"
"3543","338","1400000US06037212800","Census Tract 2128, Los Angeles County, California"
"4067","345","1400000US06037212900","Census Tract 2129, Los Angeles County, California"
"3014","313","1400000US06037213100","Census Tract 2131, Los Angeles County, California"
"3932","427","1400000US06037213201","Census Tract 2132.01, Los Angeles County, California"
"3942","404","1400000US06037213202","Census Tract 2132.02, Los Angeles County, California"
"3015","465","1400000US06037213310","Census Tract 2133.10, Los Angeles County, California"
"2469","243","1400000US06037213320","Census Tract 2133.20, Los Angeles County, California"
"4859","375","1400000US06037213401","Census Tract 2134.01, Los Angeles County, California"
"4857","419","1400000US06037213402","Census Tract 2134.02, Los Angeles County, California"
"4277","531","1400000US06037214000","Census Tract 2140, Los Angeles County, California"
"3668","394","1400000US06037214100","Census Tract 2141, Los Angeles County, California"
"2916","227","1400000US06037214400","Census Tract 2144, Los Angeles County, California"
"2702","282","1400000US06037214501","Census Tract 2145.01, Los Angeles County, California"
"5285","666","1400000US06037214502","Census Tract 2145.02, Los Angeles County, California"
"3422","315","1400000US06037214503","Census Tract 2145.03, Los Angeles County, California"
"2383","216","1400000US06037214600","Census Tract 2146, Los Angeles County, California"
"2414","248","1400000US06037214700","Census Tract 2147, Los Angeles County, California"
"2813","315","1400000US06037214800","Census Tract 2148, Los Angeles County, California"
"3250","435","1400000US06037214901","Census Tract 2149.01, Los Angeles County, California"
"2550","288","1400000US06037214902","Census Tract 2149.02, Los Angeles County, California"
"3015","305","1400000US06037215101","Census Tract 2151.01, Los Angeles County, California"
"3059","329","1400000US06037215102","Census Tract 2151.02, Los Angeles County, California"
"2151","215","1400000US06037216100","Census Tract 2161, Los Angeles County, California"
"5778","667","1400000US06037216200","Census Tract 2162, Los Angeles County, California"
"4367","590","1400000US06037216300","Census Tract 2163, Los Angeles County, California"
"3772","629","1400000US06037216401","Census Tract 2164.01, Los Angeles County, California"
"2521","345","1400000US06037216402","Census Tract 2164.02, Los Angeles County, California"
"3835","329","1400000US06037216700","Census Tract 2167, Los Angeles County, California"
"3203","293","1400000US06037216800","Census Tract 2168, Los Angeles County, California"
"4886","343","1400000US06037216900","Census Tract 2169, Los Angeles County, California"
"2724","283","1400000US06037217001","Census Tract 2170.01, Los Angeles County, California"
"4639","571","1400000US06037217002","Census Tract 2170.02, Los Angeles County, California"
"6219","735","1400000US06037217100","Census Tract 2171, Los Angeles County, California"
"4156","345","1400000US06037217200","Census Tract 2172, Los Angeles County, California"
"3195","343","1400000US06037218110","Census Tract 2181.10, Los Angeles County, California"
"4638","524","1400000US06037218120","Census Tract 2181.20, Los Angeles County, California"
"3721","371","1400000US06037218210","Census Tract 2182.10, Los Angeles County, California"
"3859","393","1400000US06037218220","Census Tract 2182.20, Los Angeles County, California"
"5290","601","1400000US06037218300","Census Tract 2183, Los Angeles County, California"
"4737","452","1400000US06037218400","Census Tract 2184, Los Angeles County, California"
"2641","230","1400000US06037218500","Census Tract 2185, Los Angeles County, California"
"3148","475","1400000US06037218600","Census Tract 2186, Los Angeles County, California"
"2324","256","1400000US06037218701","Census Tract 2187.01, Los Angeles County, California"
"2056","250","1400000US06037218702","Census Tract 2187.02, Los Angeles County, California"
"2752","255","1400000US06037218800","Census Tract 2188, Los Angeles County, California"
"6149","557","1400000US06037218900","Census Tract 2189, Los Angeles County, California"
"3027","412","1400000US06037219010","Census Tract 2190.10, Los Angeles County, California"
"5411","477","1400000US06037219020","Census Tract 2190.20, Los Angeles County, California"
"4239","626","1400000US06037219300","Census Tract 2193, Los Angeles County, California"
"2084","275","1400000US06037219500","Census Tract 2195, Los Angeles County, California"
"4507","397","1400000US06037219700","Census Tract 2197, Los Angeles County, California"
"2861","268","1400000US06037219800","Census Tract 2198, Los Angeles County, California"
"4150","479","1400000US06037219901","Census Tract 2199.01, Los Angeles County, California"
"3809","415","1400000US06037219902","Census Tract 2199.02, Los Angeles County, California"
"4711","584","1400000US06037220000","Census Tract 2200, Los Angeles County, California"
"2415","381","1400000US06037220100","Census Tract 2201, Los Angeles County, California"
"3705","437","1400000US06037221110","Census Tract 2211.10, Los Angeles County, California"
"3197","283","1400000US06037221120","Census Tract 2211.20, Los Angeles County, California"
"3165","249","1400000US06037221210","Census Tract 2212.10, Los Angeles County, California"
"3376","318","1400000US06037221220","Census Tract 2212.20, Los Angeles County, California"
"4373","509","1400000US06037221302","Census Tract 2213.02, Los Angeles County, California"
"2806","298","1400000US06037221303","Census Tract 2213.03, Los Angeles County, California"
"3656","449","1400000US06037221304","Census Tract 2213.04, Los Angeles County, California"
"3628","443","1400000US06037221401","Census Tract 2214.01, Los Angeles County, California"
"2851","306","1400000US06037221402","Census Tract 2214.02, Los Angeles County, California"
"3875","384","1400000US06037221500","Census Tract 2215, Los Angeles County, California"
"3141","263","1400000US06037221601","Census Tract 2216.01, Los Angeles County, California"
"3030","260","1400000US06037221602","Census Tract 2216.02, Los Angeles County, California"
"2833","211","1400000US06037221710","Census Tract 2217.10, Los Angeles County, California"
"2892","312","1400000US06037221810","Census Tract 2218.10, Los Angeles County, California"
"2363","484","1400000US06037221820","Census Tract 2218.20, Los Angeles County, California"
"4248","529","1400000US06037221900","Census Tract 2219, Los Angeles County, California"
"3142","298","1400000US06037222001","Census Tract 2220.01, Los Angeles County, California"
"5243","690","1400000US06037222002","Census Tract 2220.02, Los Angeles County, California"
"4331","488","1400000US06037222100","Census Tract 2221, Los Angeles County, California"
"4016","513","1400000US06037222200","Census Tract 2222, Los Angeles County, California"
"5120","441","1400000US06037222500","Census Tract 2225, Los Angeles County, California"
"5549","575","1400000US06037222600","Census Tract 2226, Los Angeles County, California"
"4071","366","1400000US06037222700","Census Tract 2227, Los Angeles County, California"
"2845","301","1400000US06037224010","Census Tract 2240.10, Los Angeles County, California"
"2733","294","1400000US06037224020","Census Tract 2240.20, Los Angeles County, California"
"2557","284","1400000US06037224200","Census Tract 2242, Los Angeles County, California"
"2422","377","1400000US06037224310","Census Tract 2243.10, Los Angeles County, California"
"2972","344","1400000US06037224320","Census Tract 2243.20, Los Angeles County, California"
"3194","451","1400000US06037224410","Census Tract 2244.10, Los Angeles County, California"
"2637","249","1400000US06037224420","Census Tract 2244.20, Los Angeles County, California"
"3385","346","1400000US06037224600","Census Tract 2246, Los Angeles County, California"
"6238","429","1400000US06037224700","Census Tract 2247, Los Angeles County, California"
"2615","317","1400000US06037226001","Census Tract 2260.01, Los Angeles County, California"
"1820","223","1400000US06037226002","Census Tract 2260.02, Los Angeles County, California"
"3665","354","1400000US06037226410","Census Tract 2264.10, Los Angeles County, California"
"5531","560","1400000US06037226420","Census Tract 2264.20, Los Angeles County, California"
"7661","598","1400000US06037226700","Census Tract 2267, Los Angeles County, California"
"5705","716","1400000US06037227010","Census Tract 2270.10, Los Angeles County, California"
"3623","311","1400000US06037227020","Census Tract 2270.20, Los Angeles County, California"
"5505","651","1400000US06037228100","Census Tract 2281, Los Angeles County, California"
"4233","431","1400000US06037228210","Census Tract 2282.10, Los Angeles County, California"
"4375","397","1400000US06037228220","Census Tract 2282.20, Los Angeles County, California"
"4523","387","1400000US06037228310","Census Tract 2283.10, Los Angeles County, California"
"3122","278","1400000US06037228320","Census Tract 2283.20, Los Angeles County, California"
"3600","333","1400000US06037228410","Census Tract 2284.10, Los Angeles County, California"
"3304","356","1400000US06037228420","Census Tract 2284.20, Los Angeles County, California"
"4869","421","1400000US06037228500","Census Tract 2285, Los Angeles County, California"
"5301","423","1400000US06037228600","Census Tract 2286, Los Angeles County, California"
"3982","371","1400000US06037228710","Census Tract 2287.10, Los Angeles County, California"
"4825","285","1400000US06037228720","Census Tract 2287.20, Los Angeles County, California"
"5353","498","1400000US06037228800","Census Tract 2288, Los Angeles County, California"
"2918","307","1400000US06037228900","Census Tract 2289, Los Angeles County, California"
"5146","368","1400000US06037229100","Census Tract 2291, Los Angeles County, California"
"5072","571","1400000US06037229200","Census Tract 2292, Los Angeles County, California"
"5715","487","1400000US06037229300","Census Tract 2293, Los Angeles County, California"
"3697","379","1400000US06037229410","Census Tract 2294.10, Los Angeles County, California"
"4759","334","1400000US06037229420","Census Tract 2294.20, Los Angeles County, California"
"3474","497","1400000US06037231100","Census Tract 2311, Los Angeles County, California"
"4040","573","1400000US06037231210","Census Tract 2312.10, Los Angeles County, California"
"4653","600","1400000US06037231220","Census Tract 2312.20, Los Angeles County, California"
"5754","593","1400000US06037231300","Census Tract 2313, Los Angeles County, California"
"4745","461","1400000US06037231400","Census Tract 2314, Los Angeles County, California"
"5396","622","1400000US06037231500","Census Tract 2315, Los Angeles County, California"
"7420","544","1400000US06037231600","Census Tract 2316, Los Angeles County, California"
"4165","551","1400000US06037231710","Census Tract 2317.10, Los Angeles County, California"
"4934","496","1400000US06037231720","Census Tract 2317.20, Los Angeles County, California"
"5436","536","1400000US06037231800","Census Tract 2318, Los Angeles County, California"
"6162","642","1400000US06037231900","Census Tract 2319, Los Angeles County, California"
"3038","280","1400000US06037232110","Census Tract 2321.10, Los Angeles County, California"
"5567","699","1400000US06037232120","Census Tract 2321.20, Los Angeles County, California"
"3487","423","1400000US06037232200","Census Tract 2322, Los Angeles County, California"
"6006","1007","1400000US06037232300","Census Tract 2323, Los Angeles County, California"
"7361","668","1400000US06037232400","Census Tract 2324, Los Angeles County, California"
"4940","898","1400000US06037232500","Census Tract 2325, Los Angeles County, California"
"6833","611","1400000US06037232600","Census Tract 2326, Los Angeles County, California"
"6568","626","1400000US06037232700","Census Tract 2327, Los Angeles County, California"
"4489","422","1400000US06037232800","Census Tract 2328, Los Angeles County, California"
"5417","512","1400000US06037234000","Census Tract 2340, Los Angeles County, California"
"2424","216","1400000US06037234200","Census Tract 2342, Los Angeles County, California"
"3805","464","1400000US06037234300","Census Tract 2343, Los Angeles County, California"
"2845","335","1400000US06037234501","Census Tract 2345.01, Los Angeles County, California"
"3017","310","1400000US06037234502","Census Tract 2345.02, Los Angeles County, California"
"4908","513","1400000US06037234600","Census Tract 2346, Los Angeles County, California"
"3690","460","1400000US06037234700","Census Tract 2347, Los Angeles County, California"
"3317","307","1400000US06037234800","Census Tract 2348, Los Angeles County, California"
"3321","539","1400000US06037234901","Census Tract 2349.01, Los Angeles County, California"
"4088","531","1400000US06037234902","Census Tract 2349.02, Los Angeles County, California"
"4401","431","1400000US06037235100","Census Tract 2351, Los Angeles County, California"
"2682","285","1400000US06037235201","Census Tract 2352.01, Los Angeles County, California"
"4331","443","1400000US06037235202","Census Tract 2352.02, Los Angeles County, California"
"4181","344","1400000US06037236000","Census Tract 2360, Los Angeles County, California"
"6170","679","1400000US06037236100","Census Tract 2361, Los Angeles County, California"
"5764","649","1400000US06037236202","Census Tract 2362.02, Los Angeles County, California"
"3118","448","1400000US06037236203","Census Tract 2362.03, Los Angeles County, California"
"3109","456","1400000US06037236204","Census Tract 2362.04, Los Angeles County, California"
"4282","409","1400000US06037236400","Census Tract 2364, Los Angeles County, California"
"4409","420","1400000US06037237101","Census Tract 2371.01, Los Angeles County, California"
"3407","412","1400000US06037237102","Census Tract 2371.02, Los Angeles County, California"
"3814","326","1400000US06037237201","Census Tract 2372.01, Los Angeles County, California"
"4556","542","1400000US06037237202","Census Tract 2372.02, Los Angeles County, California"
"5311","712","1400000US06037237300","Census Tract 2373, Los Angeles County, California"
"4217","372","1400000US06037237401","Census Tract 2374.01, Los Angeles County, California"
"3335","357","1400000US06037237402","Census Tract 2374.02, Los Angeles County, California"
"2922","265","1400000US06037237500","Census Tract 2375, Los Angeles County, California"
"4101","416","1400000US06037237600","Census Tract 2376, Los Angeles County, California"
"4410","550","1400000US06037237710","Census Tract 2377.10, Los Angeles County, California"
"3707","431","1400000US06037237720","Census Tract 2377.20, Los Angeles County, California"
"3796","389","1400000US06037237800","Census Tract 2378, Los Angeles County, California"
"4405","452","1400000US06037237900","Census Tract 2379, Los Angeles County, California"
"6174","702","1400000US06037238000","Census Tract 2380, Los Angeles County, California"
"5163","856","1400000US06037238100","Census Tract 2381, Los Angeles County, California"
"5565","650","1400000US06037238200","Census Tract 2382, Los Angeles County, California"
"5002","455","1400000US06037238310","Census Tract 2383.10, Los Angeles County, California"
"3804","392","1400000US06037238320","Census Tract 2383.20, Los Angeles County, California"
"4694","458","1400000US06037238400","Census Tract 2384, Los Angeles County, California"
"3753","352","1400000US06037239201","Census Tract 2392.01, Los Angeles County, California"
"5999","737","1400000US06037239202","Census Tract 2392.02, Los Angeles County, California"
"4501","409","1400000US06037239310","Census Tract 2393.10, Los Angeles County, California"
"4086","412","1400000US06037239320","Census Tract 2393.20, Los Angeles County, California"
"2458","286","1400000US06037239330","Census Tract 2393.30, Los Angeles County, California"
"3729","299","1400000US06037239501","Census Tract 2395.01, Los Angeles County, California"
"4016","321","1400000US06037239502","Census Tract 2395.02, Los Angeles County, California"
"3682","351","1400000US06037239601","Census Tract 2396.01, Los Angeles County, California"
"4016","391","1400000US06037239602","Census Tract 2396.02, Los Angeles County, California"
"5134","565","1400000US06037239701","Census Tract 2397.01, Los Angeles County, California"
"4334","477","1400000US06037239702","Census Tract 2397.02, Los Angeles County, California"
"3705","411","1400000US06037239801","Census Tract 2398.01, Los Angeles County, California"
"5461","534","1400000US06037239802","Census Tract 2398.02, Los Angeles County, California"
"3737","383","1400000US06037240010","Census Tract 2400.10, Los Angeles County, California"
"5223","528","1400000US06037240020","Census Tract 2400.20, Los Angeles County, California"
"5159","571","1400000US06037240200","Census Tract 2402, Los Angeles County, California"
"5637","683","1400000US06037240300","Census Tract 2403, Los Angeles County, California"
"6379","647","1400000US06037240401","Census Tract 2404.01, Los Angeles County, California"
"3763","488","1400000US06037240402","Census Tract 2404.02, Los Angeles County, California"
"7326","723","1400000US06037240500","Census Tract 2405, Los Angeles County, California"
"6167","599","1400000US06037240600","Census Tract 2406, Los Angeles County, California"
"6596","518","1400000US06037240700","Census Tract 2407, Los Angeles County, California"
"4341","435","1400000US06037240800","Census Tract 2408, Los Angeles County, California"
"6736","648","1400000US06037240900","Census Tract 2409, Los Angeles County, California"
"4197","476","1400000US06037241001","Census Tract 2410.01, Los Angeles County, California"
"4144","364","1400000US06037241002","Census Tract 2410.02, Los Angeles County, California"
"3356","382","1400000US06037241110","Census Tract 2411.10, Los Angeles County, California"
"5146","602","1400000US06037241120","Census Tract 2411.20, Los Angeles County, California"
"3015","304","1400000US06037241201","Census Tract 2412.01, Los Angeles County, California"
"5776","571","1400000US06037241202","Census Tract 2412.02, Los Angeles County, California"
"2480","264","1400000US06037241300","Census Tract 2413, Los Angeles County, California"
"3785","333","1400000US06037241400","Census Tract 2414, Los Angeles County, California"
"4189","388","1400000US06037242000","Census Tract 2420, Los Angeles County, California"
"2852","229","1400000US06037242100","Census Tract 2421, Los Angeles County, California"
"6402","711","1400000US06037242200","Census Tract 2422, Los Angeles County, California"
"4952","535","1400000US06037242300","Census Tract 2423, Los Angeles County, California"
"4756","435","1400000US06037242600","Census Tract 2426, Los Angeles County, California"
"6035","529","1400000US06037242700","Census Tract 2427, Los Angeles County, California"
"6829","938","1400000US06037243000","Census Tract 2430, Los Angeles County, California"
"6772","585","1400000US06037243100","Census Tract 2431, Los Angeles County, California"
"3389","344","1400000US06037261101","Census Tract 2611.01, Los Angeles County, California"
"3520","374","1400000US06037261102","Census Tract 2611.02, Los Angeles County, California"
"4182","351","1400000US06037261200","Census Tract 2612, Los Angeles County, California"
"2678","272","1400000US06037262100","Census Tract 2621, Los Angeles County, California"
"4405","359","1400000US06037262200","Census Tract 2622, Los Angeles County, California"
"2748","220","1400000US06037262301","Census Tract 2623.01, Los Angeles County, California"
"2845","310","1400000US06037262302","Census Tract 2623.02, Los Angeles County, California"
"3038","324","1400000US06037262303","Census Tract 2623.03, Los Angeles County, California"
"3059","384","1400000US06037262400","Census Tract 2624, Los Angeles County, California"
"3785","294","1400000US06037262501","Census Tract 2625.01, Los Angeles County, California"
"3539","336","1400000US06037262601","Census Tract 2626.01, Los Angeles County, California"
"5523","499","1400000US06037262604","Census Tract 2626.04, Los Angeles County, California"
"3561","270","1400000US06037262704","Census Tract 2627.04, Los Angeles County, California"
"3571","238","1400000US06037262706","Census Tract 2627.06, Los Angeles County, California"
"3424","347","1400000US06037262802","Census Tract 2628.02, Los Angeles County, California"
"3069","302","1400000US06037264000","Census Tract 2640, Los Angeles County, California"
"2998","301","1400000US06037264102","Census Tract 2641.02, Los Angeles County, California"
"2658","247","1400000US06037264103","Census Tract 2641.03, Los Angeles County, California"
"5552","482","1400000US06037264301","Census Tract 2643.01, Los Angeles County, California"
"5882","512","1400000US06037264302","Census Tract 2643.02, Los Angeles County, California"
"2454","281","1400000US06037265100","Census Tract 2651, Los Angeles County, California"
"2567","336","1400000US06037265201","Census Tract 2652.01, Los Angeles County, California"
"3981","635","1400000US06037265202","Census Tract 2652.02, Los Angeles County, California"
"11977","486","1400000US06037265301","Census Tract 2653.01, Los Angeles County, California"
"5156","716","1400000US06037265303","Census Tract 2653.03, Los Angeles County, California"
"2878","405","1400000US06037265304","Census Tract 2653.04, Los Angeles County, California"
"3990","478","1400000US06037265305","Census Tract 2653.05, Los Angeles County, California"
"1495","175","1400000US06037265410","Census Tract 2654.10, Los Angeles County, California"
"1838","193","1400000US06037265420","Census Tract 2654.20, Los Angeles County, California"
"4663","573","1400000US06037265510","Census Tract 2655.10, Los Angeles County, California"
"5059","538","1400000US06037265520","Census Tract 2655.20, Los Angeles County, California"
"3615","343","1400000US06037265601","Census Tract 2656.01, Los Angeles County, California"
"3044","349","1400000US06037265602","Census Tract 2656.02, Los Angeles County, California"
"4636","376","1400000US06037265700","Census Tract 2657, Los Angeles County, California"
"6649","558","1400000US06037267100","Census Tract 2671, Los Angeles County, California"
"7004","555","1400000US06037267200","Census Tract 2672, Los Angeles County, California"
"4235","410","1400000US06037267300","Census Tract 2673, Los Angeles County, California"
"4872","444","1400000US06037267402","Census Tract 2674.02, Los Angeles County, California"
"3000","248","1400000US06037267403","Census Tract 2674.03, Los Angeles County, California"
"3475","409","1400000US06037267404","Census Tract 2674.04, Los Angeles County, California"
"5993","574","1400000US06037267501","Census Tract 2675.01, Los Angeles County, California"
"3632","272","1400000US06037267502","Census Tract 2675.02, Los Angeles County, California"
"2916","407","1400000US06037267600","Census Tract 2676, Los Angeles County, California"
"3276","269","1400000US06037267700","Census Tract 2677, Los Angeles County, California"
"2666","253","1400000US06037267800","Census Tract 2678, Los Angeles County, California"
"2428","244","1400000US06037267901","Census Tract 2679.01, Los Angeles County, California"
"3365","273","1400000US06037267902","Census Tract 2679.02, Los Angeles County, California"
"4813","632","1400000US06037269000","Census Tract 2690, Los Angeles County, California"
"4274","435","1400000US06037269100","Census Tract 2691, Los Angeles County, California"
"3840","332","1400000US06037269300","Census Tract 2693, Los Angeles County, California"
"3797","267","1400000US06037269500","Census Tract 2695, Los Angeles County, California"
"3393","342","1400000US06037269601","Census Tract 2696.01, Los Angeles County, California"
"2865","354","1400000US06037269602","Census Tract 2696.02, Los Angeles County, California"
"3546","359","1400000US06037269700","Census Tract 2697, Los Angeles County, California"
"3046","265","1400000US06037269800","Census Tract 2698, Los Angeles County, California"
"3421","316","1400000US06037269903","Census Tract 2699.03, Los Angeles County, California"
"3927","422","1400000US06037269904","Census Tract 2699.04, Los Angeles County, California"
"2459","231","1400000US06037269905","Census Tract 2699.05, Los Angeles County, California"
"3158","217","1400000US06037269906","Census Tract 2699.06, Los Angeles County, California"
"2692","250","1400000US06037269907","Census Tract 2699.07, Los Angeles County, California"
"4202","541","1400000US06037270100","Census Tract 2701, Los Angeles County, California"
"3226","402","1400000US06037270200","Census Tract 2702, Los Angeles County, California"
"2542","217","1400000US06037270300","Census Tract 2703, Los Angeles County, California"
"2445","211","1400000US06037271100","Census Tract 2711, Los Angeles County, California"
"2770","351","1400000US06037271200","Census Tract 2712, Los Angeles County, California"
"4395","365","1400000US06037271300","Census Tract 2713, Los Angeles County, California"
"3743","310","1400000US06037271400","Census Tract 2714, Los Angeles County, California"
"3187","201","1400000US06037271500","Census Tract 2715, Los Angeles County, California"
"4811","386","1400000US06037271600","Census Tract 2716, Los Angeles County, California"
"5694","594","1400000US06037271701","Census Tract 2717.01, Los Angeles County, California"
"3918","366","1400000US06037271702","Census Tract 2717.02, Los Angeles County, California"
"3071","298","1400000US06037271801","Census Tract 2718.01, Los Angeles County, California"
"5644","567","1400000US06037271802","Census Tract 2718.02, Los Angeles County, California"
"3245","264","1400000US06037271901","Census Tract 2719.01, Los Angeles County, California"
"4207","377","1400000US06037271902","Census Tract 2719.02, Los Angeles County, California"
"4578","422","1400000US06037272100","Census Tract 2721, Los Angeles County, California"
"2390","286","1400000US06037272201","Census Tract 2722.01, Los Angeles County, California"
"3359","328","1400000US06037272202","Census Tract 2722.02, Los Angeles County, California"
"3045","264","1400000US06037272301","Census Tract 2723.01, Los Angeles County, California"
"4457","476","1400000US06037272302","Census Tract 2723.02, Los Angeles County, California"
"2742","258","1400000US06037273100","Census Tract 2731, Los Angeles County, California"
"3229","307","1400000US06037273200","Census Tract 2732, Los Angeles County, California"
"2915","433","1400000US06037273300","Census Tract 2733, Los Angeles County, California"
"2641","392","1400000US06037273402","Census Tract 2734.02, Los Angeles County, California"
"2861","234","1400000US06037273502","Census Tract 2735.02, Los Angeles County, California"
"2375","226","1400000US06037273600","Census Tract 2736, Los Angeles County, California"
"2895","213","1400000US06037273700","Census Tract 2737, Los Angeles County, California"
"2872","241","1400000US06037273800","Census Tract 2738, Los Angeles County, California"
"4221","376","1400000US06037273902","Census Tract 2739.02, Los Angeles County, California"
"4838","446","1400000US06037274100","Census Tract 2741, Los Angeles County, California"
"4284","413","1400000US06037274202","Census Tract 2742.02, Los Angeles County, California"
"1161","109","1400000US06037275101","Census Tract 2751.01, Los Angeles County, California"
"4338","555","1400000US06037275102","Census Tract 2751.02, Los Angeles County, California"
"3751","478","1400000US06037275200","Census Tract 2752, Los Angeles County, California"
"5059","527","1400000US06037275302","Census Tract 2753.02, Los Angeles County, California"
"5462","540","1400000US06037275311","Census Tract 2753.11, Los Angeles County, California"
"4069","284","1400000US06037275400","Census Tract 2754, Los Angeles County, California"
"5449","493","1400000US06037275500","Census Tract 2755, Los Angeles County, California"
"12100","860","1400000US06037275602","Census Tract 2756.02, Los Angeles County, California"
"2537","199","1400000US06037275603","Census Tract 2756.03, Los Angeles County, California"
"5657","549","1400000US06037276000","Census Tract 2760, Los Angeles County, California"
"5739","709","1400000US06037276100","Census Tract 2761, Los Angeles County, California"
"4071","330","1400000US06037276400","Census Tract 2764, Los Angeles County, California"
"5674","357","1400000US06037276500","Census Tract 2765, Los Angeles County, California"
"4115","268","1400000US06037276601","Census Tract 2766.01, Los Angeles County, California"
"5489","449","1400000US06037276603","Census Tract 2766.03, Los Angeles County, California"
"4624","308","1400000US06037276604","Census Tract 2766.04, Los Angeles County, California"
"5566","384","1400000US06037277000","Census Tract 2770, Los Angeles County, California"
"3100","223","1400000US06037277100","Census Tract 2771, Los Angeles County, California"
"2196","236","1400000US06037277200","Census Tract 2772, Los Angeles County, California"
"909","206","1400000US06037277400","Census Tract 2774, Los Angeles County, California"
"2508","287","1400000US06037278001","Census Tract 2780.01, Los Angeles County, California"
"3088","221","1400000US06037278102","Census Tract 2781.02, Los Angeles County, California"
"4391","432","1400000US06037291110","Census Tract 2911.10, Los Angeles County, California"
"2407","248","1400000US06037291120","Census Tract 2911.20, Los Angeles County, California"
"3626","280","1400000US06037291130","Census Tract 2911.30, Los Angeles County, California"
"5768","443","1400000US06037291210","Census Tract 2912.10, Los Angeles County, California"
"3640","372","1400000US06037291220","Census Tract 2912.20, Los Angeles County, California"
