"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"4950","325","1400000US06037405400","Census Tract 4054, Los Angeles County, California"
"6596","322","1400000US06037405500","Census Tract 4055, Los Angeles County, California"
"5553","444","1400000US06037405600","Census Tract 4056, Los Angeles County, California"
"3862","410","1400000US06037405701","Census Tract 4057.01, Los Angeles County, California"
"4957","318","1400000US06037405702","Census Tract 4057.02, Los Angeles County, California"
"5825","422","1400000US06037405800","Census Tract 4058, Los Angeles County, California"
"3951","327","1400000US06037405900","Census Tract 4059, Los Angeles County, California"
"5206","394","1400000US06037406000","Census Tract 4060, Los Angeles County, California"
"3105","285","1400000US06037406101","Census Tract 4061.01, Los Angeles County, California"
"6167","532","1400000US06037406102","Census Tract 4061.02, Los Angeles County, California"
"5811","470","1400000US06037406200","Census Tract 4062, Los Angeles County, California"
"5829","413","1400000US06037406300","Census Tract 4063, Los Angeles County, California"
"2043","137","1400000US06037406402","Census Tract 4064.02, Los Angeles County, California"
"2002","193","1400000US06037406411","Census Tract 4064.11, Los Angeles County, California"
"2123","220","1400000US06037406412","Census Tract 4064.12, Los Angeles County, California"
"6655","443","1400000US06037406500","Census Tract 4065, Los Angeles County, California"
"5550","428","1400000US06037406601","Census Tract 4066.01, Los Angeles County, California"
"5198","443","1400000US06037406602","Census Tract 4066.02, Los Angeles County, California"
"3082","196","1400000US06037406701","Census Tract 4067.01, Los Angeles County, California"
"6375","459","1400000US06037406702","Census Tract 4067.02, Los Angeles County, California"
"4866","417","1400000US06037406800","Census Tract 4068, Los Angeles County, California"
"4773","324","1400000US06037406901","Census Tract 4069.01, Los Angeles County, California"
"3584","338","1400000US06037406902","Census Tract 4069.02, Los Angeles County, California"
"6284","637","1400000US06037407001","Census Tract 4070.01, Los Angeles County, California"
"3436","256","1400000US06037407002","Census Tract 4070.02, Los Angeles County, California"
"4883","336","1400000US06037407101","Census Tract 4071.01, Los Angeles County, California"
"5710","428","1400000US06037407102","Census Tract 4071.02, Los Angeles County, California"
"6910","443","1400000US06037407200","Census Tract 4072, Los Angeles County, California"
"4949","362","1400000US06037407301","Census Tract 4073.01, Los Angeles County, California"
"3503","265","1400000US06037407302","Census Tract 4073.02, Los Angeles County, California"
"1977","205","1400000US06037407400","Census Tract 4074, Los Angeles County, California"
"4257","321","1400000US06037407501","Census Tract 4075.01, Los Angeles County, California"
"4170","411","1400000US06037407502","Census Tract 4075.02, Los Angeles County, California"
"4608","505","1400000US06037407601","Census Tract 4076.01, Los Angeles County, California"
"3993","283","1400000US06037407602","Census Tract 4076.02, Los Angeles County, California"
"4903","418","1400000US06037407701","Census Tract 4077.01, Los Angeles County, California"
"6744","401","1400000US06037407702","Census Tract 4077.02, Los Angeles County, California"
"5727","492","1400000US06037407801","Census Tract 4078.01, Los Angeles County, California"
"3476","320","1400000US06037407802","Census Tract 4078.02, Los Angeles County, California"
"6082","463","1400000US06037407900","Census Tract 4079, Los Angeles County, California"
"4577","484","1400000US06037408003","Census Tract 4080.03, Los Angeles County, California"
"2493","258","1400000US06037408004","Census Tract 4080.04, Los Angeles County, California"
"5161","323","1400000US06037408005","Census Tract 4080.05, Los Angeles County, California"
"3344","376","1400000US06037408006","Census Tract 4080.06, Los Angeles County, California"
"5203","398","1400000US06037408133","Census Tract 4081.33, Los Angeles County, California"
"2760","203","1400000US06037408134","Census Tract 4081.34, Los Angeles County, California"
"3882","250","1400000US06037408135","Census Tract 4081.35, Los Angeles County, California"
"4224","388","1400000US06037408136","Census Tract 4081.36, Los Angeles County, California"
"4277","334","1400000US06037408137","Census Tract 4081.37, Los Angeles County, California"
"5432","627","1400000US06037408138","Census Tract 4081.38, Los Angeles County, California"
"4536","399","1400000US06037408139","Census Tract 4081.39, Los Angeles County, California"
"3793","273","1400000US06037408140","Census Tract 4081.40, Los Angeles County, California"
"5366","639","1400000US06037408141","Census Tract 4081.41, Los Angeles County, California"
"2015","266","1400000US06037408202","Census Tract 4082.02, Los Angeles County, California"
"6381","470","1400000US06037408211","Census Tract 4082.11, Los Angeles County, California"
"5042","282","1400000US06037408212","Census Tract 4082.12, Los Angeles County, California"
"5569","478","1400000US06037408301","Census Tract 4083.01, Los Angeles County, California"
"3836","327","1400000US06037408302","Census Tract 4083.02, Los Angeles County, California"
"4183","317","1400000US06037408303","Census Tract 4083.03, Los Angeles County, California"
"4389","422","1400000US06037408401","Census Tract 4084.01, Los Angeles County, California"
"6646","457","1400000US06037408402","Census Tract 4084.02, Los Angeles County, California"
"3050","268","1400000US06037408501","Census Tract 4085.01, Los Angeles County, California"
"6673","519","1400000US06037408503","Census Tract 4085.03, Los Angeles County, California"
"5193","449","1400000US06037408504","Census Tract 4085.04, Los Angeles County, California"
"2653","204","1400000US06037408505","Census Tract 4085.05, Los Angeles County, California"
"3268","262","1400000US06037408623","Census Tract 4086.23, Los Angeles County, California"
"2958","315","1400000US06037408624","Census Tract 4086.24, Los Angeles County, California"
"4214","358","1400000US06037408625","Census Tract 4086.25, Los Angeles County, California"
"4037","368","1400000US06037408626","Census Tract 4086.26, Los Angeles County, California"
"3076","187","1400000US06037408627","Census Tract 4086.27, Los Angeles County, California"
"5177","348","1400000US06037408628","Census Tract 4086.28, Los Angeles County, California"
"3012","239","1400000US06037408629","Census Tract 4086.29, Los Angeles County, California"
"2510","211","1400000US06037408630","Census Tract 4086.30, Los Angeles County, California"
"5214","323","1400000US06037408631","Census Tract 4086.31, Los Angeles County, California"
"6545","377","1400000US06037408703","Census Tract 4087.03, Los Angeles County, California"
"3311","356","1400000US06037408704","Census Tract 4087.04, Los Angeles County, California"
"5625","386","1400000US06037408705","Census Tract 4087.05, Los Angeles County, California"
"1835","321","1400000US06037408706","Census Tract 4087.06, Los Angeles County, California"
"4313","395","1400000US06037408722","Census Tract 4087.22, Los Angeles County, California"
"2975","216","1400000US06037408723","Census Tract 4087.23, Los Angeles County, California"
"5542","353","1400000US06037408724","Census Tract 4087.24, Los Angeles County, California"
"4387","470","1400000US06037408800","Census Tract 4088, Los Angeles County, California"
"6522","522","1400000US06037430002","Census Tract 4300.02, Los Angeles County, California"
"4971","297","1400000US06037430003","Census Tract 4300.03, Los Angeles County, California"
"5382","364","1400000US06037430101","Census Tract 4301.01, Los Angeles County, California"
"4684","410","1400000US06037430102","Census Tract 4301.02, Los Angeles County, California"
"1026","139","1400000US06037430200","Census Tract 4302, Los Angeles County, California"
"4319","295","1400000US06037430301","Census Tract 4303.01, Los Angeles County, California"
"5339","312","1400000US06037430302","Census Tract 4303.02, Los Angeles County, California"
"4642","359","1400000US06037430400","Census Tract 4304, Los Angeles County, California"
"4030","335","1400000US06037430501","Census Tract 4305.01, Los Angeles County, California"
"6902","338","1400000US06037430502","Census Tract 4305.02, Los Angeles County, California"
"4553","463","1400000US06037430600","Census Tract 4306, Los Angeles County, California"
"5846","497","1400000US06037430701","Census Tract 4307.01, Los Angeles County, California"
"3963","368","1400000US06037430721","Census Tract 4307.21, Los Angeles County, California"
"4365","414","1400000US06037430723","Census Tract 4307.23, Los Angeles County, California"
"4723","563","1400000US06037430724","Census Tract 4307.24, Los Angeles County, California"
"6978","472","1400000US06037430801","Census Tract 4308.01, Los Angeles County, California"
"4586","399","1400000US06037430802","Census Tract 4308.02, Los Angeles County, California"
"5397","544","1400000US06037430803","Census Tract 4308.03, Los Angeles County, California"
"4517","376","1400000US06037430901","Census Tract 4309.01, Los Angeles County, California"
"4539","394","1400000US06037430902","Census Tract 4309.02, Los Angeles County, California"
"7669","566","1400000US06037431001","Census Tract 4310.01, Los Angeles County, California"
"3165","236","1400000US06037431002","Census Tract 4310.02, Los Angeles County, California"
"6758","473","1400000US06037431100","Census Tract 4311, Los Angeles County, California"
"6399","514","1400000US06037431200","Census Tract 4312, Los Angeles County, California"
"2689","162","1400000US06037431300","Census Tract 4313, Los Angeles County, California"
"4202","303","1400000US06037431400","Census Tract 4314, Los Angeles County, California"
"4480","356","1400000US06037431501","Census Tract 4315.01, Los Angeles County, California"
"4273","463","1400000US06037431502","Census Tract 4315.02, Los Angeles County, California"
"4190","297","1400000US06037431600","Census Tract 4316, Los Angeles County, California"
"6000","707","1400000US06037431700","Census Tract 4317, Los Angeles County, California"
"5655","540","1400000US06037431800","Census Tract 4318, Los Angeles County, California"
"4400","335","1400000US06037431900","Census Tract 4319, Los Angeles County, California"
"7601","551","1400000US06037432000","Census Tract 4320, Los Angeles County, California"
"4103","280","1400000US06037432101","Census Tract 4321.01, Los Angeles County, California"
"5951","312","1400000US06037432102","Census Tract 4321.02, Los Angeles County, California"
"4491","426","1400000US06037432201","Census Tract 4322.01, Los Angeles County, California"
"4471","429","1400000US06037432202","Census Tract 4322.02, Los Angeles County, California"
"4350","426","1400000US06037432300","Census Tract 4323, Los Angeles County, California"
"3705","397","1400000US06037432401","Census Tract 4324.01, Los Angeles County, California"
"6938","662","1400000US06037432402","Census Tract 4324.02, Los Angeles County, California"
"8180","821","1400000US06037432500","Census Tract 4325, Los Angeles County, California"
"7210","501","1400000US06037432601","Census Tract 4326.01, Los Angeles County, California"
"4852","612","1400000US06037432602","Census Tract 4326.02, Los Angeles County, California"
"5779","665","1400000US06037432700","Census Tract 4327, Los Angeles County, California"
"2797","265","1400000US06037432801","Census Tract 4328.01, Los Angeles County, California"
"5077","569","1400000US06037432802","Census Tract 4328.02, Los Angeles County, California"
"3727","443","1400000US06037432901","Census Tract 4329.01, Los Angeles County, California"
"3312","437","1400000US06037432902","Census Tract 4329.02, Los Angeles County, California"
"2464","248","1400000US06037433101","Census Tract 4331.01, Los Angeles County, California"
"5348","518","1400000US06037433102","Census Tract 4331.02, Los Angeles County, California"
"6246","506","1400000US06037433200","Census Tract 4332, Los Angeles County, California"
"1530","208","1400000US06037433302","Census Tract 4333.02, Los Angeles County, California"
"5063","592","1400000US06037433304","Census Tract 4333.04, Los Angeles County, California"
"4582","523","1400000US06037433305","Census Tract 4333.05, Los Angeles County, California"
"3136","295","1400000US06037433306","Census Tract 4333.06, Los Angeles County, California"
"3193","209","1400000US06037433307","Census Tract 4333.07, Los Angeles County, California"
"3405","282","1400000US06037433401","Census Tract 4334.01, Los Angeles County, California"
"4713","546","1400000US06037433402","Census Tract 4334.02, Los Angeles County, California"
"4882","406","1400000US06037433403","Census Tract 4334.03, Los Angeles County, California"
"1949","275","1400000US06037433501","Census Tract 4335.01, Los Angeles County, California"
"3269","324","1400000US06037433503","Census Tract 4335.03, Los Angeles County, California"
"4802","522","1400000US06037433504","Census Tract 4335.04, Los Angeles County, California"
"5066","416","1400000US06037433601","Census Tract 4336.01, Los Angeles County, California"
"2896","226","1400000US06037433602","Census Tract 4336.02, Los Angeles County, California"
"3684","315","1400000US06037433700","Census Tract 4337, Los Angeles County, California"
"5944","427","1400000US06037433801","Census Tract 4338.01, Los Angeles County, California"
"3362","280","1400000US06037433802","Census Tract 4338.02, Los Angeles County, California"
"6032","534","1400000US06037433901","Census Tract 4339.01, Los Angeles County, California"
"3284","461","1400000US06037433902","Census Tract 4339.02, Los Angeles County, California"
"4410","405","1400000US06037434001","Census Tract 4340.01, Los Angeles County, California"
"4717","435","1400000US06037434003","Census Tract 4340.03, Los Angeles County, California"
"3039","242","1400000US06037434004","Census Tract 4340.04, Los Angeles County, California"
"4421","340","1400000US06037460000","Census Tract 4600, Los Angeles County, California"
"6196","507","1400000US06037460100","Census Tract 4601, Los Angeles County, California"
"5861","591","1400000US06037460200","Census Tract 4602, Los Angeles County, California"
"4845","498","1400000US06037460301","Census Tract 4603.01, Los Angeles County, California"
"4221","477","1400000US06037460302","Census Tract 4603.02, Los Angeles County, California"
"985","98","1400000US06037460401","Census Tract 4604.01, Los Angeles County, California"
"5614","379","1400000US06037460501","Census Tract 4605.01, Los Angeles County, California"
"4277","255","1400000US06037460502","Census Tract 4605.02, Los Angeles County, California"
"4416","270","1400000US06037460600","Census Tract 4606, Los Angeles County, California"
"5139","341","1400000US06037460700","Census Tract 4607, Los Angeles County, California"
"3103","303","1400000US06037460800","Census Tract 4608, Los Angeles County, California"
"6731","631","1400000US06037460900","Census Tract 4609, Los Angeles County, California"
"6249","750","1400000US06037461000","Census Tract 4610, Los Angeles County, California"
"5419","428","1400000US06037461100","Census Tract 4611, Los Angeles County, California"
"4535","432","1400000US06037461200","Census Tract 4612, Los Angeles County, California"
"6840","474","1400000US06037461300","Census Tract 4613, Los Angeles County, California"
"3119","319","1400000US06037461400","Census Tract 4614, Los Angeles County, California"
"3971","303","1400000US06037461501","Census Tract 4615.01, Los Angeles County, California"
"6423","634","1400000US06037461502","Census Tract 4615.02, Los Angeles County, California"
"6058","475","1400000US06037461600","Census Tract 4616, Los Angeles County, California"
"1526","143","1400000US06037461700","Census Tract 4617, Los Angeles County, California"
"5051","527","1400000US06037461901","Census Tract 4619.01, Los Angeles County, California"
"1801","213","1400000US06037461902","Census Tract 4619.02, Los Angeles County, California"
"4460","544","1400000US06037462001","Census Tract 4620.01, Los Angeles County, California"
"4043","447","1400000US06037462002","Census Tract 4620.02, Los Angeles County, California"
"5748","402","1400000US06037462100","Census Tract 4621, Los Angeles County, California"
"3941","322","1400000US06037462201","Census Tract 4622.01, Los Angeles County, California"
"2775","394","1400000US06037462202","Census Tract 4622.02, Los Angeles County, California"
"5265","442","1400000US06037462301","Census Tract 4623.01, Los Angeles County, California"
"3213","340","1400000US06037462302","Census Tract 4623.02, Los Angeles County, California"
"3944","272","1400000US06037462400","Census Tract 4624, Los Angeles County, California"
"6146","636","1400000US06037462500","Census Tract 4625, Los Angeles County, California"
"2152","97","1400000US06037462600","Census Tract 4626, Los Angeles County, California"
"5413","681","1400000US06037462700","Census Tract 4627, Los Angeles County, California"
"2827","291","1400000US06037462800","Census Tract 4628, Los Angeles County, California"
"3797","278","1400000US06037462900","Census Tract 4629, Los Angeles County, California"
"2665","215","1400000US06037463000","Census Tract 4630, Los Angeles County, California"
"2373","216","1400000US06037463101","Census Tract 4631.01, Los Angeles County, California"
"3878","361","1400000US06037463102","Census Tract 4631.02, Los Angeles County, California"
"3563","342","1400000US06037463200","Census Tract 4632, Los Angeles County, California"
"1970","157","1400000US06037463300","Census Tract 4633, Los Angeles County, California"
"5787","495","1400000US06037463400","Census Tract 4634, Los Angeles County, California"
"5982","525","1400000US06037463500","Census Tract 4635, Los Angeles County, California"
"5988","508","1400000US06037463601","Census Tract 4636.01, Los Angeles County, California"
"6057","660","1400000US06037463602","Census Tract 4636.02, Los Angeles County, California"
"3138","312","1400000US06037463700","Census Tract 4637, Los Angeles County, California"
"4066","321","1400000US06037463800","Census Tract 4638, Los Angeles County, California"
"3290","308","1400000US06037463900","Census Tract 4639, Los Angeles County, California"
"5623","470","1400000US06037464000","Census Tract 4640, Los Angeles County, California"
"7121","377","1400000US06037464100","Census Tract 4641, Los Angeles County, California"
"6073","378","1400000US06037464200","Census Tract 4642, Los Angeles County, California"
"3623","280","1400000US06037480002","Census Tract 4800.02, Los Angeles County, California"
"5466","603","1400000US06037480011","Census Tract 4800.11, Los Angeles County, California"
"4975","379","1400000US06037480012","Census Tract 4800.12, Los Angeles County, California"
"3731","289","1400000US06037480101","Census Tract 4801.01, Los Angeles County, California"
"4487","287","1400000US06037480102","Census Tract 4801.02, Los Angeles County, California"
"3787","327","1400000US06037480201","Census Tract 4802.01, Los Angeles County, California"
"2553","214","1400000US06037480202","Census Tract 4802.02, Los Angeles County, California"
"4672","346","1400000US06037480302","Census Tract 4803.02, Los Angeles County, California"
"4103","272","1400000US06037480303","Census Tract 4803.03, Los Angeles County, California"
"4506","285","1400000US06037480304","Census Tract 4803.04, Los Angeles County, California"
"5538","535","1400000US06037480400","Census Tract 4804, Los Angeles County, California"
"5108","338","1400000US06037480500","Census Tract 4805, Los Angeles County, California"
"8038","392","1400000US06037480600","Census Tract 4806, Los Angeles County, California"
"4284","329","1400000US06037480702","Census Tract 4807.02, Los Angeles County, California"
"3612","309","1400000US06037480703","Census Tract 4807.03, Los Angeles County, California"
"4619","254","1400000US06037480704","Census Tract 4807.04, Los Angeles County, California"
"3162","291","1400000US06037480802","Census Tract 4808.02, Los Angeles County, California"
"3699","267","1400000US06037480803","Census Tract 4808.03, Los Angeles County, California"
"4892","442","1400000US06037480804","Census Tract 4808.04, Los Angeles County, California"
"5407","383","1400000US06037480901","Census Tract 4809.01, Los Angeles County, California"
"4109","360","1400000US06037480902","Census Tract 4809.02, Los Angeles County, California"
"3248","230","1400000US06037480903","Census Tract 4809.03, Los Angeles County, California"
"4369","293","1400000US06037481001","Census Tract 4810.01, Los Angeles County, California"
"5646","549","1400000US06037481002","Census Tract 4810.02, Los Angeles County, California"
"4513","349","1400000US06037481101","Census Tract 4811.01, Los Angeles County, California"
"4000","346","1400000US06037481102","Census Tract 4811.02, Los Angeles County, California"
"4926","454","1400000US06037481103","Census Tract 4811.03, Los Angeles County, California"
"3910","406","1400000US06037481201","Census Tract 4812.01, Los Angeles County, California"
"6188","666","1400000US06037481202","Census Tract 4812.02, Los Angeles County, California"
"3299","215","1400000US06037481300","Census Tract 4813, Los Angeles County, California"
"6267","469","1400000US06037481401","Census Tract 4814.01, Los Angeles County, California"
"6598","686","1400000US06037481402","Census Tract 4814.02, Los Angeles County, California"
"4489","315","1400000US06037481500","Census Tract 4815, Los Angeles County, California"
"3486","344","1400000US06037481603","Census Tract 4816.03, Los Angeles County, California"
"3701","197","1400000US06037481604","Census Tract 4816.04, Los Angeles County, California"
"2831","271","1400000US06037481605","Census Tract 4816.05, Los Angeles County, California"
"5013","359","1400000US06037481606","Census Tract 4816.06, Los Angeles County, California"
"4246","364","1400000US06037481711","Census Tract 4817.11, Los Angeles County, California"
"5329","459","1400000US06037481712","Census Tract 4817.12, Los Angeles County, California"
"2736","388","1400000US06037481713","Census Tract 4817.13, Los Angeles County, California"
"2739","254","1400000US06037481714","Census Tract 4817.14, Los Angeles County, California"
"2558","165","1400000US06037481800","Census Tract 4818, Los Angeles County, California"
"5775","301","1400000US06037481901","Census Tract 4819.01, Los Angeles County, California"
"3443","268","1400000US06037481902","Census Tract 4819.02, Los Angeles County, California"
"2650","245","1400000US06037482001","Census Tract 4820.01, Los Angeles County, California"
"6760","377","1400000US06037482002","Census Tract 4820.02, Los Angeles County, California"
"4750","302","1400000US06037482101","Census Tract 4821.01, Los Angeles County, California"
"2943","247","1400000US06037482102","Census Tract 4821.02, Los Angeles County, California"
"4076","409","1400000US06037482201","Census Tract 4822.01, Los Angeles County, California"
"5087","494","1400000US06037482202","Census Tract 4822.02, Los Angeles County, California"
"4941","501","1400000US06037482301","Census Tract 4823.01, Los Angeles County, California"
"6156","427","1400000US06037482303","Census Tract 4823.03, Los Angeles County, California"
"3216","321","1400000US06037482304","Census Tract 4823.04, Los Angeles County, California"
"3670","231","1400000US06037482401","Census Tract 4824.01, Los Angeles County, California"
"7566","491","1400000US06037482402","Census Tract 4824.02, Los Angeles County, California"
"3310","285","1400000US06037482502","Census Tract 4825.02, Los Angeles County, California"
"4293","366","1400000US06037482503","Census Tract 4825.03, Los Angeles County, California"
"5842","652","1400000US06037482521","Census Tract 4825.21, Los Angeles County, California"
"4478","389","1400000US06037482522","Census Tract 4825.22, Los Angeles County, California"
"6262","425","1400000US06037482600","Census Tract 4826, Los Angeles County, California"
"4323","469","1400000US06037482701","Census Tract 4827.01, Los Angeles County, California"
"2373","185","1400000US06037482702","Census Tract 4827.02, Los Angeles County, California"
"4524","383","1400000US06037482800","Census Tract 4828, Los Angeles County, California"
"4840","352","1400000US06037500100","Census Tract 5001, Los Angeles County, California"
"7267","485","1400000US06037500201","Census Tract 5002.01, Los Angeles County, California"
"4988","334","1400000US06037500202","Census Tract 5002.02, Los Angeles County, California"
"2973","204","1400000US06037500300","Census Tract 5003, Los Angeles County, California"
"4856","414","1400000US06037500402","Census Tract 5004.02, Los Angeles County, California"
"3829","271","1400000US06037500403","Census Tract 5004.03, Los Angeles County, California"
"4551","379","1400000US06037500404","Census Tract 5004.04, Los Angeles County, California"
"2703","358","1400000US06037500500","Census Tract 5005, Los Angeles County, California"
"4912","468","1400000US06037500600","Census Tract 5006, Los Angeles County, California"
"7150","470","1400000US06037500700","Census Tract 5007, Los Angeles County, California"
"5362","528","1400000US06037500800","Census Tract 5008, Los Angeles County, California"
"6363","550","1400000US06037500900","Census Tract 5009, Los Angeles County, California"
"3046","268","1400000US06037501001","Census Tract 5010.01, Los Angeles County, California"
"5013","240","1400000US06037501002","Census Tract 5010.02, Los Angeles County, California"
"4864","387","1400000US06037501200","Census Tract 5012, Los Angeles County, California"
"7154","528","1400000US06037501300","Census Tract 5013, Los Angeles County, California"
"3669","325","1400000US06037501400","Census Tract 5014, Los Angeles County, California"
"2272","140","1400000US06037501501","Census Tract 5015.01, Los Angeles County, California"
"5280","453","1400000US06037501503","Census Tract 5015.03, Los Angeles County, California"
"3369","369","1400000US06037501504","Census Tract 5015.04, Los Angeles County, California"
"7769","455","1400000US06037501600","Census Tract 5016, Los Angeles County, California"
"3425","273","1400000US06037501700","Census Tract 5017, Los Angeles County, California"
"3311","303","1400000US06037501802","Census Tract 5018.02, Los Angeles County, California"
"4427","364","1400000US06037501803","Census Tract 5018.03, Los Angeles County, California"
"2175","182","1400000US06037501804","Census Tract 5018.04, Los Angeles County, California"
"4153","329","1400000US06037501900","Census Tract 5019, Los Angeles County, California"
"2634","215","1400000US06037502003","Census Tract 5020.03, Los Angeles County, California"
"4251","326","1400000US06037502004","Census Tract 5020.04, Los Angeles County, California"
"4930","333","1400000US06037502005","Census Tract 5020.05, Los Angeles County, California"
"5036","332","1400000US06037502100","Census Tract 5021, Los Angeles County, California"
"6937","514","1400000US06037502200","Census Tract 5022, Los Angeles County, California"
"5794","602","1400000US06037502301","Census Tract 5023.01, Los Angeles County, California"
"2970","312","1400000US06037502302","Census Tract 5023.02, Los Angeles County, California"
"4957","395","1400000US06037502401","Census Tract 5024.01, Los Angeles County, California"
"3874","264","1400000US06037502402","Census Tract 5024.02, Los Angeles County, California"
"4274","428","1400000US06037502500","Census Tract 5025, Los Angeles County, California"
"6939","387","1400000US06037502601","Census Tract 5026.01, Los Angeles County, California"
"4477","389","1400000US06037502602","Census Tract 5026.02, Los Angeles County, California"
"6919","355","1400000US06037502700","Census Tract 5027, Los Angeles County, California"
"6468","385","1400000US06037502801","Census Tract 5028.01, Los Angeles County, California"
"3221","239","1400000US06037502802","Census Tract 5028.02, Los Angeles County, California"
"5816","462","1400000US06037502901","Census Tract 5029.01, Los Angeles County, California"
"4168","290","1400000US06037502902","Census Tract 5029.02, Los Angeles County, California"
"5606","556","1400000US06037503000","Census Tract 5030, Los Angeles County, California"
"5204","467","1400000US06037503103","Census Tract 5031.03, Los Angeles County, California"
"2542","299","1400000US06037503104","Census Tract 5031.04, Los Angeles County, California"
"4228","446","1400000US06037503105","Census Tract 5031.05, Los Angeles County, California"
"4091","365","1400000US06037503106","Census Tract 5031.06, Los Angeles County, California"
"4144","419","1400000US06037503201","Census Tract 5032.01, Los Angeles County, California"
"5028","570","1400000US06037503202","Census Tract 5032.02, Los Angeles County, California"
"3374","245","1400000US06037503301","Census Tract 5033.01, Los Angeles County, California"
"6784","803","1400000US06037503302","Census Tract 5033.02, Los Angeles County, California"
"6492","496","1400000US06037503401","Census Tract 5034.01, Los Angeles County, California"
"4129","296","1400000US06037503402","Census Tract 5034.02, Los Angeles County, California"
"6444","491","1400000US06037503501","Census Tract 5035.01, Los Angeles County, California"
"4655","389","1400000US06037503502","Census Tract 5035.02, Los Angeles County, California"
"4151","306","1400000US06037503601","Census Tract 5036.01, Los Angeles County, California"
"4212","183","1400000US06037503602","Census Tract 5036.02, Los Angeles County, California"
"4840","356","1400000US06037503701","Census Tract 5037.01, Los Angeles County, California"
"5516","346","1400000US06037503702","Census Tract 5037.02, Los Angeles County, California"
"7622","415","1400000US06037503703","Census Tract 5037.03, Los Angeles County, California"
"3851","254","1400000US06037503801","Census Tract 5038.01, Los Angeles County, California"
"4900","307","1400000US06037503802","Census Tract 5038.02, Los Angeles County, California"
"2942","206","1400000US06037503901","Census Tract 5039.01, Los Angeles County, California"
"4939","354","1400000US06037503902","Census Tract 5039.02, Los Angeles County, California"
"5860","431","1400000US06037504001","Census Tract 5040.01, Los Angeles County, California"
"5461","460","1400000US06037504002","Census Tract 5040.02, Los Angeles County, California"
"4826","308","1400000US06037504101","Census Tract 5041.01, Los Angeles County, California"
"9","13","1400000US06037504102","Census Tract 5041.02, Los Angeles County, California"
"3080","185","1400000US06037530003","Census Tract 5300.03, Los Angeles County, California"
"3495","359","1400000US06037530004","Census Tract 5300.04, Los Angeles County, California"
"3971","272","1400000US06037530005","Census Tract 5300.05, Los Angeles County, California"
"4430","361","1400000US06037530006","Census Tract 5300.06, Los Angeles County, California"
"5285","433","1400000US06037530101","Census Tract 5301.01, Los Angeles County, California"
"4862","602","1400000US06037530102","Census Tract 5301.02, Los Angeles County, California"
"4348","312","1400000US06037530202","Census Tract 5302.02, Los Angeles County, California"
"2728","293","1400000US06037530203","Census Tract 5302.03, Los Angeles County, California"
"3904","376","1400000US06037530204","Census Tract 5302.04, Los Angeles County, California"
"2211","161","1400000US06037530301","Census Tract 5303.01, Los Angeles County, California"
"6849","662","1400000US06037530302","Census Tract 5303.02, Los Angeles County, California"
"3744","337","1400000US06037530400","Census Tract 5304, Los Angeles County, California"
"3719","439","1400000US06037530500","Census Tract 5305, Los Angeles County, California"
"2930","291","1400000US06037530601","Census Tract 5306.01, Los Angeles County, California"
"1769","299","1400000US06037530602","Census Tract 5306.02, Los Angeles County, California"
"2157","163","1400000US06037530700","Census Tract 5307, Los Angeles County, California"
"5407","679","1400000US06037530801","Census Tract 5308.01, Los Angeles County, California"
"3165","289","1400000US06037530802","Census Tract 5308.02, Los Angeles County, California"
"3684","450","1400000US06037530901","Census Tract 5309.01, Los Angeles County, California"
"3840","414","1400000US06037530902","Census Tract 5309.02, Los Angeles County, California"
"5133","492","1400000US06037531000","Census Tract 5310, Los Angeles County, California"
"4851","591","1400000US06037531101","Census Tract 5311.01, Los Angeles County, California"
"3210","276","1400000US06037531102","Census Tract 5311.02, Los Angeles County, California"
"5530","633","1400000US06037531201","Census Tract 5312.01, Los Angeles County, California"
"4431","449","1400000US06037531202","Census Tract 5312.02, Los Angeles County, California"
"4824","469","1400000US06037531301","Census Tract 5313.01, Los Angeles County, California"
"6215","534","1400000US06037531302","Census Tract 5313.02, Los Angeles County, California"
"3397","315","1400000US06037531502","Census Tract 5315.02, Los Angeles County, California"
"2753","311","1400000US06037531503","Census Tract 5315.03, Los Angeles County, California"
"4250","527","1400000US06037531504","Census Tract 5315.04, Los Angeles County, California"
"4432","436","1400000US06037531602","Census Tract 5316.02, Los Angeles County, California"
"3409","288","1400000US06037531603","Census Tract 5316.03, Los Angeles County, California"
"3775","373","1400000US06037531604","Census Tract 5316.04, Los Angeles County, California"
"5375","506","1400000US06037531701","Census Tract 5317.01, Los Angeles County, California"
"5163","499","1400000US06037531702","Census Tract 5317.02, Los Angeles County, California"
"4960","438","1400000US06037531800","Census Tract 5318, Los Angeles County, California"
"6237","612","1400000US06037531901","Census Tract 5319.01, Los Angeles County, California"
"4763","562","1400000US06037531902","Census Tract 5319.02, Los Angeles County, California"
"3036","462","1400000US06037532001","Census Tract 5320.01, Los Angeles County, California"
"3360","236","1400000US06037532002","Census Tract 5320.02, Los Angeles County, California"
"6747","535","1400000US06037532101","Census Tract 5321.01, Los Angeles County, California"
"3936","327","1400000US06037532102","Census Tract 5321.02, Los Angeles County, California"
"7363","463","1400000US06037532200","Census Tract 5322, Los Angeles County, California"
"4881","307","1400000US06037532302","Census Tract 5323.02, Los Angeles County, California"
